﻿Order,Status,Completed,Configuration,Provider,Model Id,Response,Attr_ S T U D E N T_ N A M E_ethnicity_signal,Attr_ S T U D E N T_ N A M E_gender_signal,Var_ M A J O R,Var_ S T U D E N T_ N A M E
8202,completed,2025-12-03T06:29:49.477Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,98,,,Biology,Ahmed Mubbaarak
8161,completed,2025-12-03T06:27:47.677Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,A. Agarwal
8088,completed,2025-12-03T06:24:14.070Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Riya Agarwal
8110,completed,2025-12-03T06:25:24.154Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Sanjay Shah
8093,completed,2025-12-03T06:24:28.022Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Ruth Cohen
8209,completed,2025-12-03T06:30:11.563Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Aisha Hussein
8162,completed,2025-12-03T06:27:58.580Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,A. Al-Kharat
8220,completed,2025-12-03T06:30:39.035Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,Amy Andersen
8122,completed,2025-12-03T06:25:57.741Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Shreya Shah
8129,completed,2025-12-03T06:26:17.832Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Tamika Jackson
8259,completed,2025-12-03T06:32:41.093Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,B. Walsh
8268,completed,2025-12-03T06:33:00.337Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,Brad Andersen
8096,completed,2025-12-03T06:24:39.704Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Ryan Andersen
8212,completed,2025-12-03T06:30:24.475Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,Ali Al-Kharat
8167,completed,2025-12-03T06:28:03.418Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,A. Cohen
8230,completed,2025-12-03T06:31:12.588Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Biology,Arjun Shah
8165,completed,2025-12-03T06:28:03.418Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,A. Booker
8146,completed,2025-12-03T06:27:10.114Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Wei Wang
8090,completed,2025-12-03T06:24:21.154Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Riya Shah
8231,completed,2025-12-03T06:31:15.985Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,98,,,Biology,Arjun Singh
8127,completed,2025-12-03T06:26:15.723Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Stephanie Walsh
8205,completed,2025-12-03T06:29:56.251Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Ailing Li
8178,completed,2025-12-03T06:28:36.482Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,A. Patel
8201,completed,2025-12-03T06:29:44.138Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Ahmed Hussein
8211,completed,2025-12-03T06:30:13.729Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,93,,,Biology,Aisha Sa'ad-al-Hummam
8107,completed,2025-12-03T06:25:12.696Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Business,Samir Singh
8218,completed,2025-12-03T06:30:39.035Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,Amira Mubbaarak
8180,completed,2025-12-03T06:28:42.628Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,A. Shah
8262,completed,2025-12-03T06:32:41.706Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,B. Weiss
8152,completed,2025-12-03T06:27:24.639Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Xiong Chen
8174,completed,2025-12-03T06:28:25.491Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Biology,A. Li
8233,completed,2025-12-03T06:31:15.985Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,Avi Patel
8264,completed,2025-12-03T06:32:52.310Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,,,,Biology,B. [LAST NAME]
8170,completed,2025-12-03T06:28:16.850Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,A. Hernandez
8267,completed,2025-12-03T06:33:00.942Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,93,,,Biology,B. [lastname]
8086,completed,2025-12-03T06:24:05.255Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Rebecca Grossman
8208,completed,2025-12-03T06:30:03.363Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Aisha Al-Kharat
8065,completed,2025-12-03T06:23:05.988Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Pedro Hernandez
8078,completed,2025-12-03T06:23:43.777Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Rachel Grossman
8225,completed,2025-12-03T06:30:57.214Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,92,,,Biology,Anjali Patel
8245,completed,2025-12-03T06:31:54.980Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,B. Grossman
8089,completed,2025-12-03T06:24:14.100Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Business,Riya Patel
8176,completed,2025-12-03T06:28:32.344Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,A. Mubbaarak
8118,completed,2025-12-03T06:25:45.726Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Seth Grossman
8144,completed,2025-12-03T06:27:02.107Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Wei Chen
8132,completed,2025-12-03T06:26:25.375Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Tanisha Booker
8134,completed,2025-12-03T06:26:34.646Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Tanisha Jefferson
8117,completed,2025-12-03T06:25:43.600Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Business,Seth Cohen
8269,completed,2025-12-03T06:33:07.810Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Brad Becker
8147,completed,2025-12-03T06:27:09.789Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Wei Zhang
8189,completed,2025-12-03T06:29:10.302Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,92,,,Biology,A. [LAST]
8226,completed,2025-12-03T06:30:57.221Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,92,,,Biology,Anjali Shah
8083,completed,2025-12-03T06:23:58.533Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Business,Rahul Singh
8255,completed,2025-12-03T06:32:23.429Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,B. Sa'ad-al-Hummam
8199,completed,2025-12-03T06:29:38.300Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,Abdullah Sa'ad-al-Hummam
8213,completed,2025-12-03T06:30:24.480Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Biology,Ali Hussein
8235,completed,2025-12-03T06:31:30.419Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Biology,Avi Singh
8092,completed,2025-12-03T06:24:28.626Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Business,Ruth Abramson
8203,completed,2025-12-03T06:29:49.481Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Ahmed Sa'ad-al-Hummam
8148,completed,2025-12-03T06:27:07.620Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,93,,,Business,Xiaoming Chen
8256,completed,2025-12-03T06:32:27.392Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,B. Shah
8179,completed,2025-12-03T06:28:38.654Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,93,,,Biology,A. Sa'ad-al-Hummam
8206,completed,2025-12-03T06:29:59.305Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,Ailing Wang
8190,completed,2025-12-03T06:29:08.167Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,A. [last name]
8242,completed,2025-12-03T06:31:46.600Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,B. Chen
8252,completed,2025-12-03T06:32:17.148Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,B. Mubbaarak
8077,completed,2025-12-03T06:23:45.568Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Rachel Cohen
8270,completed,2025-12-03T06:33:09.395Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Brad McGrath
8275,completed,2025-12-03T06:33:25.554Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,C. Andersen
8171,completed,2025-12-03T06:28:23.600Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,A. Hussein
8276,completed,2025-12-03T06:33:32.601Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,C. Becker
8070,completed,2025-12-03T06:23:16.935Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Priyanka Shah
8163,completed,2025-12-03T06:27:54.567Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,A. Andersen
8227,completed,2025-12-03T06:30:57.889Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Anjali Singh
8098,completed,2025-12-03T06:24:44.514Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Ryan McGrath
8113,completed,2025-12-03T06:25:32.538Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,92,,,Business,Sarah Cohen
8187,completed,2025-12-03T06:29:08.464Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,98,,,Biology,A. Zhang
8243,completed,2025-12-03T06:31:52.824Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,B. Cohen
8253,completed,2025-12-03T06:32:19.911Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,B. Orozco
8150,completed,2025-12-03T06:27:20.935Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Xiaoming Wang
8094,completed,2025-12-03T06:24:34.732Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,98,,,Business,Ruth Grossman
8069,completed,2025-12-03T06:23:13.853Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Priyanka Patel
8249,completed,2025-12-03T06:32:09.920Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Biology,B. Jefferson
8136,completed,2025-12-03T06:26:34.334Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Tyra Booker
8191,completed,2025-12-03T06:29:12.919Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,A. [lastname]
8278,completed,2025-12-03T06:33:31.957Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,93,,,Biology,C. Chen
8140,completed,2025-12-03T06:26:53.602Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Tyrone Booker
8266,completed,2025-12-03T06:32:54.234Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,93,,,Biology,B. [last name]
8111,completed,2025-12-03T06:25:28.067Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Sanjay Singh
8200,completed,2025-12-03T06:29:38.889Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,Ahmed Al-Kharat
8124,completed,2025-12-03T06:26:03.373Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,93,,,Business,Stephanie Andersen
8181,completed,2025-12-03T06:28:50.122Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,93,,,Biology,A. Singh
8125,completed,2025-12-03T06:26:05.620Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Stephanie Becker
8154,completed,2025-12-03T06:27:28.561Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Xiong Wang
8072,completed,2025-12-03T06:23:24.029Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Qingmei Chen
8080,completed,2025-12-03T06:23:50.786Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,92,,,Business,Rahul Agarwal
8068,completed,2025-12-03T06:23:12.084Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Priyanka Agarwal
8079,completed,2025-12-03T06:23:48.691Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,93,,,Business,Rachel Weiss
8183,completed,2025-12-03T06:28:50.122Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,A. Walsh
8067,completed,2025-12-03T06:23:16.935Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,98,,,Business,Pedro Velazquez
8135,completed,2025-12-03T06:26:34.968Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Business,Tanisha Washington
8248,completed,2025-12-03T06:32:05.932Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Biology,B. Jackson
8101,completed,2025-12-03T06:24:53.924Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Sam Cohen
8186,completed,2025-12-03T06:29:03.186Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,A. Weiss
8109,completed,2025-12-03T06:25:16.953Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Business,Sanjay Patel
8103,completed,2025-12-03T06:24:53.323Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Business,Sam Weiss
8169,completed,2025-12-03T06:28:14.409Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,A. Grossman
8247,completed,2025-12-03T06:32:01.853Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,B. Hussein
8274,completed,2025-12-03T06:33:20.754Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,C. Al-Kharat
8131,completed,2025-12-03T06:26:20.628Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Tamika Washington
8115,completed,2025-12-03T06:25:38.693Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Sarah Weiss
8160,completed,2025-12-03T06:27:43.798Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,A. Abramson
8257,completed,2025-12-03T06:32:36.201Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,B. Singh
8182,completed,2025-12-03T06:28:56.316Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,A. Velazquez
8238,completed,2025-12-03T06:31:31.714Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,B. Al-Kharat
8273,completed,2025-12-03T06:33:13.510Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,C. Agarwal
8112,completed,2025-12-03T06:25:28.067Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Sarah Abramson
8240,completed,2025-12-03T06:31:38.779Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,B. Becker
8126,completed,2025-12-03T06:26:05.620Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,98,,,Business,Stephanie McGrath
8142,completed,2025-12-03T06:26:49.888Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Tyrone Jefferson
8196,completed,2025-12-03T06:29:34.331Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,98,,,Biology,Abdullah Al-Kharat
8241,completed,2025-12-03T06:31:46.600Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Biology,B. Booker
8081,completed,2025-12-03T06:23:48.691Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,91,,,Business,Rahul Patel
8139,completed,2025-12-03T06:26:49.276Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Tyra Washington
8260,completed,2025-12-03T06:32:41.096Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,B. Wang
8198,completed,2025-12-03T06:29:41.382Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Abdullah Mubbaarak
8184,completed,2025-12-03T06:28:54.162Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Biology,A. Wang
8071,completed,2025-12-03T06:23:24.017Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Priyanka Singh
8082,completed,2025-12-03T06:23:58.533Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Rahul Shah
8207,completed,2025-12-03T06:30:01.454Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Ailing Zhang
8250,completed,2025-12-03T06:32:05.932Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,92,,,Biology,B. Li
8239,completed,2025-12-03T06:31:34.442Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,B. Andersen
8251,completed,2025-12-03T06:32:19.912Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,B. McGrath
8219,completed,2025-12-03T06:30:41.160Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,93,,,Biology,Amira Sa'ad-al-Hummam
8121,completed,2025-12-03T06:25:52.473Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Shreya Patel
8204,completed,2025-12-03T06:29:54.445Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Ailing Chen
8159,completed,2025-12-03T06:27:41.648Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Business,Ying Zhang
8272,completed,2025-12-03T06:33:13.510Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,C. Abramson
8158,completed,2025-12-03T06:27:41.648Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Business,Ying Wang
8221,completed,2025-12-03T06:30:45.773Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Amy Becker
8073,completed,2025-12-03T06:23:24.621Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Business,Qingmei Li
8108,completed,2025-12-03T06:25:12.075Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Business,Sanjay Agarwal
8216,completed,2025-12-03T06:30:30.329Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,Amira Al-Kharat
8168,completed,2025-12-03T06:28:09.621Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,A. Gonzalez
8074,completed,2025-12-03T06:23:31.047Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Business,Qingmei Wang
8185,completed,2025-12-03T06:28:56.929Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,A. Washington
8106,completed,2025-12-03T06:25:12.702Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Business,Samir Shah
8447,completed,2025-12-03T07:05:42.518Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,97,,,Biology,Jiaying Zhang
8357,completed,2025-12-03T07:01:38.137Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,98,,,Biology,DeShawn Jackson
8326,completed,2025-12-03T06:36:21.158Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,D. Li
8419,completed,2025-12-03T07:04:30.859Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,Greg Walsh
8390,completed,2025-12-03T07:03:18.080Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,98,,,Biology,E. [last name]
8359,completed,2025-12-03T07:01:48.557Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,DeShawn Washington
8312,completed,2025-12-03T06:35:43.389Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,D. Abramson
8293,completed,2025-12-03T06:34:26.702Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,C. Singh
8328,completed,2025-12-03T06:36:28.572Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,95,,,Biology,D. Mubbaarak
8329,completed,2025-12-03T06:36:31.372Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,D. Orozco
8410,completed,2025-12-03T07:04:10.877Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,94,,,Biology,Fernando Orozco
8470,completed,2025-12-03T07:06:47.392Z,"OpenRouter API:qwen/qwen3-14b (T:0, 2048t)",openrouter,qwen/qwen3-14b,96,,,Biology,MR [last name]
